Date,Price,Open,High,Low,Vol.,Change %
2014-05-16,38.31,37.79,38.41,37.54,22.45M,1.56%
2014-05-15,37.72,38,38.53,37.06,30.23M,-1.05%
2014-05-14,38.12,37.79,38.7,37.42,27.07M,0.24%
2014-05-13,38.03,36.75,38.27,36.6,35.49M,2.98%
2014-05-12,36.93,36.77,37.44,35.98,35.02M,1.32%
2014-05-09,36.45,35.97,36.68,35.44,42.48M,2.04%
2014-05-08,35.72,36.4,38.88,35.6,100.28M,-11.30%
2014-05-07,40.27,41.93,42.04,39.45,50.90M,-2.87%
2014-05-06,41.46,43.32,43.73,41.37,28.18M,-4.29%
2014-05-05,43.32,41.9,43.54,41.7,25.76M,2.70%
2014-05-02,42.18,41.72,42.27,41.3,20.46M,1.52%
2014-05-01,41.55,41.42,42.8,41.14,27.22M,-0.07%
2014-04-30,41.58,40.72,41.63,40.26,22.22M,0.48%
2014-04-29,41.38,39.64,41.43,39.11,28.94M,4.23%
2014-04-28,39.7,40,40.76,38.1,35.21M,-0.68%
2014-04-25,39.97,40.4,41.34,39.53,34.98M,-3.85%
2014-04-24,41.57,42.16,42.56,40.64,27.52M,-0.07%
2014-04-23,41.6,43.27,43.35,41.4,36.48M,-4.87%
2014-04-22,43.73,41.27,43.87,41,49.05M,6.97%
2014-04-21,40.88,39.42,41.24,38.8,26.33M,3.18%
2014-04-17,39.62,39.92,40.46,38.82,29.65M,-0.50%
2014-04-16,39.82,39.4,40,38.16,36.03M,2.68%
2014-04-15,38.78,39.82,39.86,36.86,68.34M,-2.12%
2014-04-14,39.62,41.52,41.69,38.88,38.52M,-2.80%
2014-04-11,40.76,40.12,41.4,39.72,45.36M,-0.20%
2014-04-10,40.84,43.36,43.5,40.76,36.06M,-5.88%
2014-04-09,43.39,43.35,43.69,42.18,25.79M,0.70%
2014-04-08,43.09,42.01,43.3,41.28,34.45M,3.83%
2014-04-07,41.5,41.16,43.24,40.7,49.28M,-2.24%
2014-04-04,42.45,45.2,45.65,42.25,56.73M,-5.83%
2014-04-03,45.08,46.06,47.15,44.4,54.62M,-2.13%
2014-04-02,46.06,44,46.18,43.61,53.91M,6.15%
2014-04-01,43.39,41.8,43.63,41.72,36.86M,4.08%
2014-03-31,41.69,43.3,43.35,41.28,41.90M,-1.84%
2014-03-28,42.47,42.56,43.34,42.05,48.42M,2.44%
2014-03-27,41.46,42.47,42.72,40.6,47.53M,-2.65%
2014-03-26,42.59,44.39,44.52,42.27,34.54M,-3.40%
2014-03-25,44.09,44.83,45.41,43.58,39.33M,0.14%
2014-03-24,44.03,45.95,45.98,42.05,56.66M,-3.82%
2014-03-21,45.78,47.2,47.24,45.5,41.14M,-2.55%
2014-03-20,46.98,47.23,47.85,46.67,19.09M,-0.40%
2014-03-19,47.17,48.28,48.31,46.7,25.36M,-1.75%
2014-03-18,48.01,47.39,48.3,47,31.21M,2.59%
2014-03-17,46.8,46.99,47.59,46.1,29.56M,1.32%
2014-03-14,46.19,47.06,47.39,45.66,41.45M,-2.88%
2014-03-13,47.56,48.76,48.84,46.8,31.18M,-1.53%
2014-03-12,48.3,46.3,49.5,46.22,48.82M,3.03%
2014-03-11,46.88,47.3,48.92,46.49,44.18M,-1.86%
2014-03-10,47.77,48.54,48.6,47.21,38.73M,-2.99%
2014-03-07,49.24,50.59,50.97,48.88,39.09M,-2.67%
2014-03-06,50.59,50.83,51.5,49.89,36.87M,0.12%
2014-03-05,50.53,51.34,51.4,50.36,29.73M,-0.86%
2014-03-04,50.97,51.7,52,50.57,43.83M,1.72%
2014-03-03,50.11,47.45,50.33,47,65.55M,2.35%
2014-02-28,48.96,49.93,50.54,48.51,73.06M,-3.07%
2014-02-27,50.51,52.25,52.38,49.67,89.85M,-0.18%
2014-02-26,50.6,51.72,53,49.5,123.86M,2.02%
2014-02-25,49.6,46,51.84,45.69,163.98M,13.94%
2014-02-24,43.53,41.75,43.67,41.66,41.52M,3.84%
2014-02-21,41.92,42.33,42.8,41.84,39.14M,-0.17%
2014-02-20,41.99,43,43.04,41.25,90.11M,8.42%
2014-02-19,38.73,40.74,40.74,38.68,82.10M,-4.93%
2014-02-18,40.74,41.05,41.2,40.27,46.78M,2.75%
2014-02-14,39.65,39.62,40.38,39.4,30.87M,-0.70%
2014-02-13,39.93,38.67,40.54,38.65,40.87M,2.23%
2014-02-12,39.06,39.16,39.65,38.86,25.91M,-0.66%
2014-02-11,39.32,39.79,40.44,38.54,53.67M,0.03%
2014-02-10,39.31,37.87,39.86,37.86,64.95M,5.36%
2014-02-07,37.31,36.2,37.33,35.92,44.82M,4.57%
2014-02-06,35.68,35.26,36.02,35.2,29.24M,2.29%
2014-02-05,34.88,35.66,36.12,33.87,36.38M,-2.43%
2014-02-04,35.75,36.14,36.32,35.24,23.45M,0.93%
2014-02-03,35.42,36.58,36.98,35.03,33.89M,-2.37%
2014-01-31,36.28,35.77,37.2,35.7,32.56M,-0.79%
2014-01-30,36.57,35.6,36.96,35.4,42.88M,4.34%
2014-01-29,35.05,35.06,35.82,34.63,29.78M,-1.77%
2014-01-28,35.68,34.3,35.8,34.2,30.64M,5.19%
2014-01-27,33.92,35.03,35.58,32.94,43.69M,-2.86%
2014-01-24,34.92,35.57,36.1,34.71,38.56M,-3.80%
2014-01-23,36.3,35.45,36.48,34.68,39.50M,1.65%
2014-01-22,35.71,35.56,36.06,34.95,35.18M,1.05%
2014-01-21,35.34,34.25,35.46,34.16,48.73M,3.94%
2014-01-17,34,34.04,34.64,33.59,46.08M,-0.56%
2014-01-16,34.19,32.5,34.54,32.48,59.91M,4.14%
2014-01-15,32.83,33.69,34.45,32.42,102.44M,1.80%
2014-01-14,32.25,28.1,32.4,27.33,139.68M,15.72%
2014-01-13,27.87,29.16,29.4,27.56,31.62M,-4.36%
2014-01-10,29.14,29.69,29.78,28.45,37.25M,-1.25%
2014-01-09,29.51,30.5,30.69,29.37,26.94M,-2.48%
2014-01-08,30.26,29.77,30.74,29.75,30.83M,1.31%
2014-01-07,29.87,29.52,30.08,29.05,25.21M,1.60%
2014-01-06,29.4,30,30.08,29.05,26.84M,-1.71%
2014-01-03,29.91,30,30.44,29.72,23.49M,-0.37%
2014-01-02,30.02,29.96,30.5,29.31,30.98M,-0.23%
2013-12-31,30.09,30.46,30.64,29.73,21.33M,-1.31%
2013-12-30,30.49,30.22,30.96,30.15,22.36M,0.89%
2013-12-27,30.22,31.06,31.1,30.16,27.35M,-2.83%
2013-12-26,31.1,31.01,31.6,30.86,35.65M,2.71%
2013-12-24,30.28,30,30.99,29.96,49.71M,5.47%
2013-12-23,28.71,28.97,29.25,28.52,26.93M,0.21%
2013-12-20,28.65,28.32,28.87,28.32,37.11M,1.81%
2013-12-19,28.14,29.38,29.4,27.82,63.79M,-4.93%
2013-12-18,29.6,30.45,30.98,29.19,57.91M,-2.92%
2013-12-17,30.49,29.52,30.93,29.26,52.47M,3.04%
2013-12-16,29.59,29.7,30.09,29.22,33.38M,0.20%
2013-12-13,29.53,29.61,30.36,29.46,53.00M,0.14%
2013-12-12,29.49,27.94,29.65,27.71,53.84M,5.59%
2013-12-11,27.93,28.38,28.61,27.9,35.69M,-1.79%
2013-12-10,28.44,28.01,29.17,27.97,53.74M,0.42%
2013-12-09,28.32,27.4,28.34,26.84,45.31M,3.09%
2013-12-06,27.47,28.3,28.5,27.26,39.55M,-2.24%
2013-12-05,28.1,28.03,28.67,27.9,46.44M,1.12%
2013-12-04,27.79,28.86,28.89,27.43,65.74M,-3.97%
2013-12-03,28.94,26.54,28.99,26.32,128.41M,16.55%
2013-12-02,24.83,25.27,25.71,24.79,38.76M,-2.47%
2013-11-29,25.46,25.95,26.12,25.4,48.58M,0.28%
2013-11-27,25.39,24.26,25.39,23.9,61.84M,5.35%
2013-11-26,24.1,23.88,24.54,23.22,69.43M,-0.29%
2013-11-25,24.17,24.9,25.17,24.06,51.38M,-0.45%
2013-11-22,24.28,24.32,24.55,23.59,55.52M,-0.57%
2013-11-21,24.42,24.58,24.96,24.05,59.52M,0.83%
2013-11-20,24.22,25.22,25.49,23.81,69.25M,-3.97%
2013-11-19,25.22,23.89,25.8,23.84,99.08M,3.70%
2013-11-18,24.32,27.05,27.09,23.92,115.69M,-10.23%
2013-11-15,27.09,27.37,27.59,26.87,49.50M,-1.56%
2013-11-14,27.52,27.78,28.08,26.82,61.02M,-0.79%
2013-11-13,27.74,28.17,28.47,27.27,63.29M,0.65%
2013-11-12,27.56,28.94,28.94,27.24,74.93M,-4.77%
2013-11-11,28.94,28.2,29.08,27.42,69.99M,4.89%
2013-11-08,27.59,27.3,28.12,26.46,112.39M,-1.29%
2013-11-07,27.95,28.84,29.13,27.52,111.42M,-7.54%
2013-11-06,30.23,30.96,32.15,29.27,155.36M,-14.51%
2013-11-05,35.36,36,36.29,34.27,112.34M,0.91%
2013-11-04,35.04,33,35.08,32.84,65.60M,8.05%
2013-11-01,32.43,32.6,33.18,32.08,35.90M,1.38%
2013-10-31,31.99,31.13,32.49,30.66,46.70M,0.47%
2013-10-30,31.84,32.93,33.54,31.63,42.01M,-3.19%
2013-10-29,32.89,32.55,33.09,30.6,70.56M,0.98%
2013-10-28,32.57,34.04,34.1,32.44,39.21M,-4.01%
2013-10-25,33.93,34.84,34.9,33.36,37.98M,-2.02%
2013-10-24,34.63,33,34.9,32.57,54.13M,5.26%
2013-10-23,32.9,33.78,34.36,32.03,66.64M,-4.11%
2013-10-22,34.31,34.1,35.56,33.22,56.97M,-0.61%
2013-10-21,34.52,36.66,36.68,34.2,57.66M,-5.89%
2013-10-18,36.68,36.83,37.19,36.5,29.65M,0.33%
2013-10-17,36.56,36.71,36.96,36.2,33.52M,-0.41%
2013-10-16,36.71,36.98,37.46,36.42,41.03M,-0.22%
2013-10-15,36.79,37.06,37.76,36.64,54.89M,2.37%
2013-10-14,35.94,35,36.5,34.83,38.85M,0.56%
2013-10-11,35.74,34.55,35.86,34.24,41.56M,3.32%
2013-10-10,34.59,34.62,35.15,33.94,44.42M,2.46%
2013-10-09,33.76,34.95,35,32.3,76.58M,-3.40%
2013-10-08,34.95,36.88,37.19,34.64,68.79M,-4.53%
2013-10-07,36.61,36.49,37.35,36.05,57.43M,1.13%
2013-10-04,36.2,35.28,36.24,34.53,72.07M,4.44%
2013-10-03,34.66,35.01,35.94,33.6,119.08M,-4.23%
2013-10-02,36.19,37.72,38.37,35.08,103.88M,-6.24%
2013-10-01,38.6,38.79,38.85,37.67,38.81M,-0.18%
2013-09-30,38.67,37.8,38.9,37.6,44.67M,1.28%
2013-09-27,38.18,37.5,38.26,37.29,29.62M,1.19%
2013-09-26,37.73,37.34,37.94,37.12,33.11M,1.84%
2013-09-25,37.05,36.71,37.26,36.1,41.26M,1.59%
2013-09-24,36.47,35.83,36.99,35.53,31.41M,0.69%
2013-09-23,36.22,36.9,37.1,35.42,40.96M,-1.25%
2013-09-20,36.68,35.78,37.17,35.71,67.01M,3.09%
2013-09-19,35.58,34.16,36.09,33.82,77.97M,7.04%
2013-09-18,33.24,33.41,33.49,32.84,27.20M,-0.03%
2013-09-17,33.25,33.02,33.68,32.67,27.50M,-0.21%
2013-09-16,33.32,33.6,34.17,33.17,37.96M,0.63%
2013-09-13,33.11,32.55,33.27,32.43,27.05M,0.36%
2013-09-12,32.99,32.8,33.35,32.1,30.80M,0.89%
2013-09-11,32.7,33.28,33.58,32.43,29.16M,-1.71%
2013-09-10,33.27,32.29,33.5,32.13,44.84M,3.52%
2013-09-09,32.14,32.62,32.9,31.7,71.72M,-3.74%
2013-09-06,33.39,33.71,33.94,33.03,43.10M,-1.77%
2013-09-05,33.99,34.02,34.3,33.65,33.47M,-0.38%
2013-09-04,34.12,33.95,34.32,33.11,57.38M,0.98%
2013-09-03,33.79,34.68,34.74,33.28,60.31M,-0.03%
2013-08-30,33.8,33.27,33.84,32.79,55.14M,1.78%
2013-08-29,33.21,32.84,33.55,32.5,47.23M,-0.24%
2013-08-28,33.29,33.81,34.3,32.65,73.70M,-0.33%
2013-08-27,33.4,32.46,33.76,32.19,87.83M,1.71%
2013-08-26,32.84,33.03,34.6,32.05,120.86M,1.45%
2013-08-23,32.37,31.4,32.46,31,64.66M,3.02%
2013-08-22,31.42,29.84,31.5,29.63,52.96M,6.26%
2013-08-21,29.57,30,30.06,29.25,31.33M,-1.17%
2013-08-20,29.92,29.73,29.96,29.4,32.09M,3.24%
2013-08-19,28.98,28.69,29.48,28.57,40.19M,2.04%
2013-08-16,28.4,28.33,28.78,28.19,35.54M,1.68%
2013-08-15,27.93,27.29,28.72,27,50.94M,0.22%
2013-08-14,27.87,28.54,28.97,27.61,58.47M,-4.19%
2013-08-13,29.09,29.9,29.97,28.89,43.74M,-1.32%
2013-08-12,29.48,29.89,30.1,28.41,74.56M,-3.66%
2013-08-09,30.6,30.48,31.19,30.25,44.68M,-0.33%
2013-08-08,30.7,30.87,31.78,30.09,136.23M,14.34%
2013-08-07,26.85,28.38,28.39,26.47,91.06M,-5.56%
2013-08-06,28.43,28.95,29.15,28.22,46.31M,-1.76%
2013-08-05,28.94,28,28.98,27.93,51.00M,4.86%
2013-08-02,27.6,26.92,27.65,26.72,31.35M,1.81%
2013-08-01,27.11,27,27.3,26.53,26.62M,0.93%
2013-07-31,26.86,26.51,27,26.29,31.76M,1.94%
2013-07-30,26.35,26.96,27.5,25.64,65.65M,-2.12%
2013-07-29,26.92,25.86,27.07,25.65,48.43M,4.02%
2013-07-26,25.88,25.63,26.14,25.32,48.20M,4.31%
2013-07-25,24.81,24.08,24.95,24.04,26.44M,1.93%
2013-07-24,24.34,24.89,24.9,23.91,34.36M,-0.86%
2013-07-23,24.55,24.8,25.11,24.36,38.70M,0.24%
2013-07-22,24.49,23.98,25.34,23.98,49.02M,2.30%
2013-07-19,23.94,23.7,24.11,23.3,29.46M,0.55%
2013-07-18,23.81,24.19,24.55,23.24,57.04M,-1.00%
2013-07-17,24.05,21.3,24.32,20.9,130.14M,10.27%
2013-07-16,21.81,25.26,25.26,21.46,161.86M,-14.30%
2013-07-15,25.45,26.61,26.65,25.36,49.62M,-2.04%
2013-07-12,25.98,25.1,25.99,24.9,56.75M,3.42%
2013-07-11,25.12,24.98,25.22,24.47,37.43M,2.74%
2013-07-10,24.45,24.64,24.65,24.16,28.00M,-0.97%
2013-07-09,24.69,24.93,25.06,24.38,43.02M,1.52%
2013-07-08,24.32,24.27,24.44,23.76,39.10M,1.25%
2013-07-05,24.02,23.66,24.06,23.14,34.14M,4.21%
2013-07-03,23.05,23.6,23.85,22.85,24.03M,-2.16%
2013-07-02,23.56,23.65,24.38,23.1,60.35M,0.51%
2013-07-01,23.44,21.87,23.55,21.83,54.52M,9.18%
2013-06-28,21.47,21.71,21.89,21.34,28.75M,-1.74%
2013-06-27,21.85,21.35,22.05,21.23,43.75M,3.36%
2013-06-26,21.14,20.76,21.17,20.53,33.05M,3.22%
2013-06-25,20.48,20.62,20.84,20.11,29.25M,0.89%
2013-06-24,20.3,19.3,20.57,19.06,35.64M,1.96%
2013-06-21,19.91,20.74,20.74,19.5,58.59M,-1.09%
2013-06-20,20.13,20.93,21.43,19.89,50.56M,-3.87%
2013-06-19,20.94,20.41,21.33,20.4,42.94M,1.26%
2013-06-18,20.68,20.35,20.8,19.84,44.02M,1.17%
2013-06-17,20.44,20.72,20.95,20.24,35.38M,1.89%
2013-06-14,20.06,20,20.5,19.87,32.84M,2.14%
2013-06-13,19.64,19.8,19.86,19.02,29.83M,0.46%
2013-06-12,19.55,19.36,20.1,19.15,45.99M,3.49%
2013-06-11,18.89,19.64,19.74,18.81,36.98M,-5.60%
2013-06-10,20.01,19.79,20.5,19.71,46.17M,-1.96%
2013-06-07,20.41,19.6,20.58,19.34,53.59M,4.83%
2013-06-06,19.47,19.05,19.85,19.02,47.57M,2.10%
2013-06-05,19.07,18.73,19.59,17.82,61.12M,0.53%
2013-06-04,18.97,18.55,19.28,18.48,44.28M,2.43%
2013-06-03,18.52,19.52,19.52,17.65,95.72M,-5.27%
2013-05-31,19.55,21.25,21.29,19.55,75.86M,-6.86%
2013-05-30,20.99,20.49,21.91,20.24,80.70M,0.29%
2013-05-29,20.93,22.71,22.98,19.8,125.50M,-5.17%
2013-05-28,22.07,20.31,22.15,20.06,98.46M,13.65%
2013-05-24,19.42,18.52,19.59,18.4,80.62M,4.69%
2013-05-23,18.55,16.96,18.6,16.61,60.22M,6.30%
2013-05-22,17.45,17.27,18.19,17.1,42.87M,-0.40%
2013-05-21,17.52,17.7,18,17.06,45.01M,-2.61%
2013-05-20,17.99,18.22,18.5,17.73,41.74M,-1.69%
2013-05-17,18.3,18.5,18.89,17.5,95.04M,-0.81%
2013-05-16,18.45,18.94,19,17.73,108.07M,8.72%
2013-05-15,16.97,16.36,17.38,15.62,84.39M,1.92%
2013-05-14,16.65,18.84,19.42,16.23,185.82M,-5.18%
2013-05-13,17.56,16.2,17.6,15.83,112.08M,14.40%
2013-05-10,15.35,13.93,16.2,13.85,125.43M,10.59%
2013-05-09,13.88,14.02,15.15,12.74,143.02M,24.37%
2013-05-08,11.16,11.5,11.64,11.14,33.85M,0.54%
2013-05-07,11.1,12.4,12.47,11.02,49.97M,-6.72%
2013-05-06,11.9,11.28,11.93,11.1,21.86M,9.07%
2013-05-03,10.91,11.29,11.29,10.9,16.90M,0.83%
2013-05-02,10.82,10.77,11.05,10.74,15.26M,1.50%
2013-05-01,10.66,11.2,11.2,10.6,13.71M,-1.30%
2013-04-30,10.8,11.2,11.64,10.75,27.62M,-1.73%
2013-04-29,10.99,10.35,11,10.24,18.21M,7.32%
2013-04-26,10.24,10.63,10.75,10.12,18.11M,-1.54%
2013-04-25,10.4,10.1,10.48,10.1,13.98M,3.07%
2013-04-24,10.09,10.18,10.21,9.8,13.15M,-1.08%
2013-04-23,10.2,10.2,10.58,10.13,18.69M,1.59%
2013-04-22,10.04,9.72,10.04,9.55,19.70M,4.91%
2013-04-19,9.57,9.49,9.98,9.41,15.06M,1.92%
2013-04-18,9.39,9.2,9.52,9.08,16.84M,3.30%
2013-04-17,9.09,9.1,9.19,8.91,10.59M,-0.33%
2013-04-16,9.12,8.84,9.23,8.78,15.90M,5.31%
2013-04-15,8.66,8.7,8.76,8.5,8.43M,-1.03%
2013-04-12,8.75,8.65,9.03,8.61,15.75M,0.34%
2013-04-11,8.72,8.41,8.91,8.35,17.24M,4.18%
2013-04-10,8.37,8.14,8.4,8.12,10.61M,3.33%
2013-04-09,8.1,8.36,8.37,8.07,8.48M,-3.23%
2013-04-08,8.37,8.39,8.51,8.3,8.40M,1.21%
2013-04-05,8.27,8.4,8.4,8.1,7.76M,-1.55%
2013-04-04,8.4,8.22,8.45,8.16,11.32M,2.19%
2013-04-03,8.22,8.62,8.69,8.04,28.22M,-7.33%
2013-04-02,8.87,8.72,9.1,8.7,33.26M,0.91%
2013-04-01,8.79,8.47,9.34,8.34,70.53M,15.96%
2013-03-28,7.58,7.65,7.65,7.55,5.79M,-0.66%
2013-03-27,7.63,7.59,7.68,7.46,6.48M,0.79%
2013-03-26,7.57,7.6,7.64,7.53,9.04M,0.80%
2013-03-25,7.51,7.42,7.7,7.35,11.90M,2.60%
2013-03-22,7.32,7.24,7.36,7.24,2.23M,1.67%
2013-03-21,7.2,7.19,7.41,7.15,5.73M,0.14%
2013-03-20,7.19,7.05,7.21,7.03,7.12M,2.42%
2013-03-19,7.02,7.05,7.12,6.99,5.49M,-0.14%
2013-03-18,7.03,7.06,7.21,6.98,6.58M,-0.42%
2013-03-15,7.06,7.33,7.33,7.04,16.40M,-4.21%
2013-03-14,7.37,7.78,7.78,7.35,10.12M,-5.51%
2013-03-13,7.8,7.8,7.9,7.76,4.11M,-0.26%
2013-03-12,7.82,7.78,7.88,7.77,6.38M,0.00%
2013-03-11,7.82,7.77,7.89,7.73,7.90M,1.69%
2013-03-08,7.69,7.61,7.89,7.47,4.56M,0.52%
2013-03-07,7.65,7.55,7.73,7.38,5.79M,1.46%
2013-03-06,7.54,7.4,7.58,7.39,5.75M,2.86%
2013-03-05,7.33,7.2,7.38,7.16,10.43M,2.95%
2013-03-04,7.12,6.95,7.17,6.94,8.79M,2.74%
2013-03-01,6.93,7,7.02,6.85,7.73M,-0.57%
2013-02-28,6.97,7.18,7.22,6.87,9.82M,-0.71%
2013-02-27,7.02,6.88,7.08,6.88,9.80M,1.89%
2013-02-26,6.89,6.89,6.99,6.76,13.82M,0.15%
2013-02-25,6.88,7.23,7.35,6.87,14.45M,-4.71%
2013-02-22,7.22,7.14,7.28,7.12,12.74M,2.70%
2013-02-21,7.03,7.3,7.48,6.91,45.19M,-8.82%
2013-02-20,7.71,7.86,7.93,7.69,15.61M,-1.91%
2013-02-19,7.86,7.47,7.86,7.46,13.51M,6.07%
2013-02-15,7.41,7.7,7.7,7.39,10.09M,-3.26%
2013-02-14,7.66,7.73,7.75,7.64,4.95M,-0.39%
2013-02-13,7.69,7.66,7.8,7.61,4.84M,1.45%
2013-02-12,7.58,7.69,7.77,7.46,11.31M,-1.30%
2013-02-11,7.68,7.6,7.83,7.5,16.33M,-2.17%
2013-02-08,7.85,7.89,8,7.83,5.70M,-0.63%
2013-02-07,7.9,7.84,7.94,7.79,5.99M,0.89%
2013-02-06,7.83,7.64,7.88,7.58,9.47M,2.62%
2013-02-05,7.63,7.6,7.73,7.54,6.55M,1.06%
2013-02-04,7.55,7.68,7.68,7.52,5.64M,-1.44%
2013-02-01,7.66,7.63,7.7,7.52,5.50M,2.13%
2013-01-31,7.5,7.57,7.57,7.39,4.51M,0.00%
2013-01-30,7.5,7.57,7.6,7.49,4.84M,-1.19%
2013-01-29,7.59,7.62,7.69,7.43,7.13M,-0.26%
2013-01-28,7.61,7.37,7.74,7.37,9.93M,2.84%
2013-01-25,7.4,7.4,7.51,7.36,6.44M,0.00%
2013-01-24,7.4,7.2,7.54,7.17,9.85M,2.78%
2013-01-23,7.2,7,7.25,6.99,7.82M,2.27%
2013-01-22,7.04,6.91,7.11,6.85,9.60M,2.03%
2013-01-18,6.9,6.95,6.96,6.76,17.78M,0.29%
2013-01-17,6.88,6.83,6.97,6.78,7.18M,0.88%
2013-01-16,6.82,6.77,6.85,6.75,6.89M,0.59%
2013-01-15,6.78,6.62,6.85,6.62,8.12M,1.95%
2013-01-14,6.65,6.62,6.68,6.57,4.63M,1.06%
2013-01-11,6.58,6.81,6.81,6.42,7.82M,-1.94%
2013-01-10,6.71,6.77,6.8,6.68,4.61M,-0.30%
2013-01-09,6.73,6.8,6.84,6.68,3.49M,-0.15%
2013-01-08,6.74,6.9,6.9,6.62,6.42M,-1.89%
2013-01-07,6.87,6.96,6.96,6.78,2.21M,-0.15%
2013-01-04,6.88,6.96,6.96,6.78,3.37M,-1.01%
2013-01-03,6.95,7.04,7.09,6.95,3.71M,-1.70%
2013-01-02,7.07,7,7.09,6.94,5.97M,4.43%
2012-12-31,6.77,6.6,6.79,6.6,2.97M,1.96%
2012-12-28,6.64,6.68,6.73,6.6,2.07M,-1.48%
2012-12-27,6.74,6.7,6.78,6.6,2.81M,0.30%
2012-12-26,6.72,6.79,6.9,6.7,3.01M,-2.04%
2012-12-24,6.86,6.73,6.87,6.71,1.88M,0.88%
2012-12-21,6.8,6.79,6.83,6.72,7.46M,-1.31%
2012-12-20,6.89,6.9,6.96,6.81,4.61M,-0.43%
2012-12-19,6.92,6.95,7.05,6.9,6.49M,0.00%
2012-12-18,6.92,6.85,7.01,6.85,7.77M,0.58%
2012-12-17,6.88,6.75,6.9,6.75,4.12M,1.78%
2012-12-14,6.76,6.76,6.88,6.72,5.11M,0.60%
2012-12-13,6.72,7.05,7.06,6.55,10.76M,-4.68%
2012-12-12,7.05,7.04,7.16,6.99,10.32M,-0.14%
2012-12-11,7.06,6.92,7.1,6.89,7.86M,2.17%
2012-12-10,6.91,6.89,6.96,6.84,4.65M,1.17%
2012-12-07,6.83,6.86,6.9,6.77,3.32M,0.74%
2012-12-06,6.78,6.76,6.96,6.7,3.30M,0.59%
2012-12-05,6.74,6.76,6.84,6.72,3.31M,-0.59%
2012-12-04,6.78,6.82,6.96,6.71,6.32M,-2.02%
2012-12-03,6.92,6.78,7,6.7,10.43M,2.37%
2012-11-30,6.76,6.73,6.86,6.6,7.10M,0.30%
2012-11-29,6.74,6.69,6.8,6.57,5.52M,1.35%
2012-11-28,6.65,6.4,6.86,6.38,7.63M,3.42%
2012-11-27,6.43,6.43,6.53,6.3,4.55M,-0.31%
2012-11-26,6.45,6.42,6.46,6.32,2.48M,0.31%
2012-11-23,6.43,6.52,6.57,6.34,2.15M,-0.92%
2012-11-21,6.49,6.52,6.69,6.46,4.82M,-1.67%
2012-11-20,6.6,6.56,6.62,6.38,4.61M,0.30%
2012-11-19,6.58,6.41,6.65,6.37,6.96M,3.30%
2012-11-16,6.37,6.23,6.4,6.12,4.54M,3.41%
2012-11-15,6.16,6.26,6.29,6.1,4.92M,-1.91%
2012-11-14,6.28,6.39,6.42,6.24,4.36M,-0.63%
2012-11-13,6.32,6.26,6.4,6.14,4.99M,1.77%
2012-11-12,6.21,6.06,6.28,6.03,2.79M,2.48%
2012-11-09,6.06,6.12,6.19,5.97,4.32M,-3.19%
2012-11-08,6.26,6.2,6.38,6.19,6.37M,-0.79%
2012-11-07,6.31,6.2,6.41,6.16,8.58M,1.28%
2012-11-06,6.23,6.12,6.24,5.99,11.62M,-1.11%
2012-11-05,6.3,5.96,6.32,5.87,10.25M,9.00%
2012-11-02,5.78,5.85,5.91,5.71,5.15M,-1.20%
2012-11-01,5.85,5.65,5.9,5.64,5.12M,3.91%
2012-10-31,5.63,5.54,5.67,5.47,3.88M,2.74%
2012-10-26,5.48,5.51,5.56,5.4,2.39M,-0.36%
2012-10-25,5.5,5.56,5.56,5.49,2.89M,0.36%
2012-10-24,5.48,5.7,5.7,5.45,5.08M,-3.52%
2012-10-23,5.68,5.48,5.71,5.47,3.75M,1.97%
2012-10-22,5.57,5.6,5.6,5.47,2.35M,0.36%
2012-10-19,5.55,5.57,5.64,5.46,5.14M,-1.07%
2012-10-18,5.61,5.8,5.8,5.56,3.70M,-2.60%
2012-10-17,5.76,5.65,5.77,5.56,3.34M,2.67%
2012-10-16,5.61,5.53,5.62,5.47,2.40M,2.56%
2012-10-15,5.47,5.6,5.61,5.37,7.35M,-1.08%
2012-10-12,5.53,5.66,5.75,5.5,4.94M,-2.30%
2012-10-11,5.66,5.79,5.8,5.65,2.25M,-0.35%
2012-10-10,5.68,5.68,5.74,5.6,2.53M,0.18%
2012-10-09,5.67,5.82,5.82,5.65,5.97M,-3.08%
2012-10-08,5.85,5.77,5.88,5.72,4.45M,1.21%
2012-10-05,5.78,5.94,5.96,5.74,4.69M,-1.70%
2012-10-04,5.88,6,6.02,5.73,7.71M,0.34%
2012-10-03,5.86,5.95,5.99,5.85,5.28M,-1.68%
2012-10-02,5.96,5.86,5.98,5.8,3.64M,2.23%
2012-10-01,5.83,5.9,5.98,5.8,4.42M,-0.51%
2012-09-28,5.86,5.75,5.98,5.72,21.72M,2.81%
2012-09-27,5.7,5.56,5.71,5.52,8.79M,3.45%
2012-09-26,5.51,5.53,5.68,5.5,7.64M,-0.36%
2012-09-25,5.53,5.72,5.9,5.51,28.42M,-9.79%
2012-09-24,6.13,5.9,6.21,5.88,6.51M,2.17%
2012-09-21,6,6.22,6.3,5.91,9.35M,-2.91%
2012-09-20,6.18,6.19,6.3,6.14,4.56M,-0.48%
2012-09-19,6.21,6.2,6.35,6.19,5.24M,-0.96%
2012-09-18,6.27,6.38,6.38,6.14,8.94M,-3.69%
2012-09-17,6.51,6.47,6.56,6.3,16.06M,7.07%
2012-09-14,6.08,6,6.13,5.93,7.68M,3.05%
2012-09-13,5.9,5.71,5.9,5.7,7.43M,4.24%
